topic_id,rawg_tags,full_game_tags
Death's_Door,vr,3d|action|adventure|colorful|combat|dark fantasy|dungeon crawler|exploration|fantasy|hack and slash|indie|netflix|previously on - netflix|previously on - prime gaming|rpg|soulslike|story rich
The_Eminence_in_Shadow:_Master_of_Garden,2d|3d|action rpg|anime|co-op|cross-platform multiplayer|fantasy|female protagonist|free to play|in-app purchases|jrpg|mmo|multiplayer|online co-op|online pvp|party-based rpg|pve|pvp|rpg|singleplayer|story rich|visual novel|протагонистка,action|adventure|comedy|fantasy|romance|rpg|strategy
Factorio,aliens|automation|base building|co-op|crafting|cross-platform multiplayer|early access|in development|includes level editor|local multiplayer|management|moddable|multiplayer|online multiplayer|open world|resource management|sandbox|sci-fi|singleplayer|steam achievements|steam cloud|survival|tower defense|trains,aliens|automation|crafting|crowdfunding - kickstarter|digital distribution|downloadable content|indie|indiegogo|mod support|pre-release public testing|resource gathering|sandbox|science fiction|simulator|steam|steam cloud|strategy|survival
Luck_be_a_Landlord,deckbuilding|early access|management|pixel graphics|procedural generation|resource management|roguelike|roguelike deckbuilder|roguelite|singleplayer|steam cloud,arcade|card & board game|deck-building|indie|puzzle|roguelike|roguelite|rpg|simulator|slot machine|strategy
imomushi,2d|2d platformer|2d-платформер|action-adventure|cartoony|colorful|comic book|cute|hand-drawn|partial controller support|physics|singleplayer,action|indie
Digimon,ludum-dare-48|roguelike,bootleg|fantasy|unlicensed game|unofficial
Deep_Rock_Galactic,co-op|early access|exploration|fps|free to play|full controller support|horror|mining|multiplayer|online co-op|online multiplayer|sci-fi|singleplayer,3d|achievements|action|action roguelike|adult protagonist|adventure|alcohol|atmospheric|beer|cave|character customization|closed captions|cloud saves|combat|controller support|cross-platform|dark|darkness|digging|dwarf|dwarves|exploration|giant insects|gold|gun|guns and bullets|indie|insects|loot|looter|looter shooter|mining|multiplayer fps|online coop|procedural generation|procedurally generated|pve|remote play|science fiction|shooter|space mining|steam achievements|steam cloud|steam families|steam trading cards|underground|voxel|xbox achievements|xbox cloud saves|xbox controller support for pc|xbox one x enhanced|xbox play anywhere
The_Forest_of_Drizzling_Rain,2d|action-adventure|anime|atmospheric|horror|multiple endings|pixel graphics|rpg|singleplayer|story rich,adventure|horror|indie|mystery|rpg
Super_Bunny_Man,co-op|early access|full controller support|local co-op|local multiplayer|multiplayer|singleplayer|split screen,action|arcade|indie|party
Pineapple_on_pizza,3d|atmospheric|cartoon|cartoony|cinematic|colorful|comedy|cute|dark comedy|dark humor|drama|emotional|exploration|first-person|full controller support|funny|short|singleplayer|steam achievements|stylized|walking simulator,comedy|dancing|dark comedy|exploration|free to play|indie|short|short game|tropical
Dollmare,3d|atmospheric|controller|dark|family sharing|first-person|full controller support|hidden object|horror|linear|multiple endings|mystery|realistic|singleplayer|supernatural|thriller|walking simulator,adventure|anomaly|dolls|factory|horror|indie|puzzle|simulator
Inscryption,2d|3d|card battler|card game|dark|deckbuilding|experimental|first-person|fmv|horror|pixel graphics|point and click|psychological|roguelike|roguelite|singleplayer|steam achievements|steam cloud|steam trading cards|story rich|surreal,adventure|card & board game|deck-building|horror|indie|mystery|puzzle|roguelike deckbuilder|strategy|weird
XDefiant,multiplayer|war,class-based|free to play|shooter|warfare
DEBUG_DEADLINE,3d|3d platformer|action-adventure|atmospheric|conversation|dark comedy|drama|exploration|family sharing|first-person|fps|full controller support|funny|horror|modern|multiple endings|realistic|singleplayer|steam achievements|story rich|thriller,action|adventure|horror|indie
Team_Fortress,captions available|cartoon|cartoony|class-based|co-op|comedy|commentary available|competitive|crafting|cross-platform multiplayer|first-person|fps|free to play|funny|in-app purchases|includes level editor|moddable|multiplayer|online co-op|partial controller support|robots|stats|steam achievements|steam workshop|steam-trading-cards|tactical|team-based|trading|valve anti-cheat enabled,3d|achievements|action|adult protagonist|archery|assassin|axe|bloody|bow and arrow|capture the flag|cartoon violence|cartoony|character customization|class-based|comedy|crafting|crocodile|dark humor|dedicated servers|developer commentary|easter egg|escort mission|espionage|explosion|explosive|explosives|fan service|free to play|gun|healer|in-app purchases|in-game achievement menu|invisibility|jumping|king of the hill|knife|level editor|linear gameplay|loot boxes|male protagonist|melee|melee combat|mercenary|microtransaction|online co-op|ragdoll physics|remote play|robot|sequel|shark|shooter|southern american themes|status effects|steam achievements|steam trading cards|steam workshop|stylized|swimming|sword|team-based|trading|underwater|underwater gameplay|united states|voice chat|xbox controller support for pc
The_Game_of_Life,board game|singleplayer,card & board game|quiz/trivia
Eryi's_Action,2d|anime|comedy|cute|difficult|female protagonist|horror|partial controller support|side scroller|singleplayer|steam achievements|steam cloud|steam-trading-cards,action|anime|fantasy|female antagonist|female protagonist|gamersgate|indie|platform|steam|steam achievements|steam cloud|steam trading cards|traps
7_Days_to_End_with_You,atmospheric|choices matter|choose your own adventure|conversation|drama|dystopian|emotional|fantasy|investigation|mystery|pixel graphics|psychological|romance|singleplayer|text-based|visual novel|word game|романтика,adventure|casual|indie|puzzle|simulator
Game_Dev_Story,1990s|2d|2d platformer|2d-платформер|board game|building|city builder|cute|full controller support|game development|life sim|local multiplayer|management|pixel graphics|programming|real time tactics|retro|rpg|singleplayer|software|steam achievements|steam cloud,adventure|business|card & board game|in-game anti-piracy effects|indie|management|rpg|simulator|strategy
Ghost_Room,3d|3d platformer|dark|family sharing|horror|modern|point and click|realistic|singleplayer,adventure|horror|indie
Occult,3d|atmospheric|co-op|dark|demons|detective|early access|first-person|horror|multiplayer|multiple endings|mystery|online co-op|singleplayer|steam achievements|survival horror|violent,action|adventure|horror|indie
Townscaper,atmospheric|beautiful|building|city builder|colorful|cute|early access|relaxing|sandbox|singleplayer,builder|indie|sandbox|simulator
Cafe_Master_Story,2d|2d platformer|2d-платформер|atmospheric|building|city builder|colony sim|controller|cooking|crafting|cute|full controller support|life sim|modern|pixel graphics|retro|sandbox|singleplayer|steam achievements|steam cloud|top-down|кулинария,adventure|arcade|business|casual|coffee|indie|kids|pixel graphics|restaurant|simulator|strategy
No_Case_Should_Remain_Unsolved,2d|anime|choose your own adventure|cute|detective|drama|emotional|female protagonist|immersive sim|interactive fiction|investigation|multiple endings|pixel graphics|point and click|realistic|singleplayer|steam achievements|steam cloud|story rich|text-based|visual novel|протагонистка,adventure|detective|drama|female protagonist|indie|interactive fiction|point-and-click|puzzle|steam achievements|steam cloud|steam families|story rich|visual novel
Slime_Rancher,anime|colorful|controller support|cute|early access|exploration|family friendly|fantasy|female protagonist|first-person|fps|full controller support|funny|great soundtrack|in development|management|multiplayer|open world|sandbox|singleplayer|steam achievements|steam cloud|steam-trading-cards,4k ultra hd|action|adventure|best debut indie game: nominee - 2017|cute|exploration|farming simulator|female protagonist|games with gold|indie|open world|pre-release public testing|science fiction|shooter|simulator|steam|strategy|the game awards - best debut indie game - nominee|the game awards - nominee|the game awards 2017|xbox one x enhanced
Solo_Leveling:_Arise,app|apple|army|attack|boss|combat|graphics|hunter|journey|monsters|qte|skill|skills|solo|story|tactics|transformation|weapons|work|youtube,action|anime|based on - web novel|rpg
Stilt_Fella,full controller support|physics|puzzle-platformer|singleplayer|stilt-walking|stilts|time attack,action|arcade|comedy|indie|platform|qwoplike|simulator|speedrun mode|sport
outlast,3d vision|atmospheric|captions available|controller support|dark|difficult|first-person|fps|full controller support|gore|horror|nudity|parkour|sci-fi|singleplayer|stealth|steam achievements|steam cloud|steam-trading-cards|survival|survival horror|walking simulator,60 fps on consoles|action|adventure|aggressive door-opening|ambient music|auto-saving|been here before|bink video|bloody|camera|climbing|color separation|context sensitive|corpse|cult|dark|darkness|death|difficulty achievement|digital distribution|doctor|downloadable content|dynamic soundtrack|evil organization|extreme violence|falling damage|first-person platforming|foreshadowing|games with gold|hiding|horror|inconvenient malfunction|indie|investigation|journalist|jump scare moment|jumping puzzle|linear gameplay|mad scientist|male protagonist|mercenary|motion blur|mystery|no hud|nudity|original soundtrack release|pax east 2013|persistent enemy|playing cards|playstation plus|polygonal 3d|priest|profanity|psychological exploration|psychological horror|quick time event|regenerating health|scripted events|severed limbs|single-player only|sprinting mechanics|stealth|steam|steam achievements|steam trading cards|surveillance camera|survival|survival horror|vending machine interaction|vent crawling|vision obstruction|waking up captured|wasd movement|white noise
Mbembe_Radio,1990s|3d|3d platformer|action-adventure|family sharing|first-person|hidden object|horror|multiple endings|retro|singleplayer,action-adventure|adventure|hidden object|horror|indie|retro
False_Dream,3d|first-person|hidden object|horror|perma death|realistic|singleplayer|steam achievements|steam cloud|walking simulator,adventure|dark|escape room|horror|indie|mystery
Ib,2d|anime|atmospheric|cute|dark fantasy|fan-translation|female protagonist|full controller support|horror|multiple endings|pixel graphics|psychological|remake|rpg maker|rpgmaker|singleplayer|steam cloud|steam trading cards|survival|survival horror|протагонистка|ремейк,abstract|adventure|horror|indie|puzzle|rpg
Jisatsu,level editor,horror|immersive|indie|psychological horror
Catherine,action-adventure|anime|atmospheric|cinematic|difficult|full controller support|gore|great soundtrack|horror|interactive-movie|japanese-style|local multiplayer|puzzle-platformer|rpg|sexual content|singleplayer|steam achievements|steam cloud|steam leaderboards|steam-trading-cards|story rich|violent,achievements|action|adultery|adventure|anime|ants|arcade cabinet|block puzzle|blocks|branching storyline|breaking the fourth wall|broken english|comedy|conveniently obscured nudity|cutscene pause|dating|day-based narrative|day/night cycle|death|difficulty level|digital distribution|drama|dream sequence|dreams|easy mode|female antagonist|femme fatale|film noir|game title announcer|games on demand|horror|in-game e-mail|insanity|j-pop|lgbtq+|love triangle|metagame|minigames|moral decisions|multiple endings|nudity|order and chaos|original soundtrack release|pizza|platform|playstation now|playstation plus|playstation trophies|plot twist|polygonal 3d|puzzle|puzzle games with stories|puzzle platformer|real-time combat|reversed controls|romance|scary children|secret achievements|sexual content|sheep|sleeping|stat tracking|talking animals|time trials|tokyo game show 2010|traps|video game characters that play video games|wilhelm scream|xbox one backwards compatibility|yandere
Tricky_Towers,2d|4 player local|co-op|full controller support|local multiplayer|multiplayer|online multiplayer|party|physics|singleplayer|split screen|steam achievements|steam leaderboards|steam-trading-cards,action|arcade|cameo appearance|humble bundle|indie|kids|party|petrification|physics|playstation experience 2015|playstation plus|puzzle|split-screen multiplayer|steam achievements|steam trading cards|vision obstruction
Chulip,interactive,action|adventure|child protagonist|comedy|day/night cycle|puzzle|romance|surreal
Fork_Road,3d|atmospheric|exploration|family sharing|first-person|full controller support|horror|immersive sim|jump scare|linear|psychological|singleplayer|survival horror|walking simulator|zombies|скример,adventure|indie|simulator
PaRappa_the_Rapper,battle|cartoon|chicken|console|cooking|memory|multiplayer|music|singleplayer,music|rhythm
Baby_Steps,ludum dare 45,action|adventure|comedy|indie|nextfest june 2025|qwoplike|walking simulator
Midnight_Ramen,2d|atmospheric|cartoony|clicker|conversation|cooking|emotional|family sharing|full controller support|immersive sim|interactive fiction|jrpg|lore-rich|modern|relaxing|rpg|singleplayer|steam achievements|steam cloud|story rich|visual novel|кулинария,indie|rpg|simulator|visual novel
Rust,building|co-op|crafting|cross-platform multiplayer|early access|first-person|fps|in-app purchases|mmo|multiplayer|nudity|online co-op|open world|post-apocalyptic|pvp|sandbox|steam workshop|survival|survival horror|valve anti-cheat enabled,action|shooter
Winning_Post,horse|japan|racer|singleplayer|steam cloud,horse|horse racing|horse riding|racing|simulator|sport|strategy
SUIKAWA_LEAD,3d platformer|action rpg|action-adventure|anime|collectathon|conversation|family sharing|fantasy|hidden object|open world|rpg|singleplayer|stats|steam achievements|steam leaderboards|third person|word game,action|free demo|indie|rpg|steam achievements|steam families
Astro_Bot,pixel graphics|retro|space,action|adventure|platform|reference to other games|robot protagonist|robots|science fiction|the game awards - best action-adventure game - winner|the game awards - best art direction - nominee|the game awards - best audio design - nominee|the game awards - best family game - winner|the game awards - best game direction - winner|the game awards - best score or music - nominee|the game awards - game of the year - winner
Illusion_Carnival,2.5d|2d|anime|colorful|comedy|cute|drama|exploration|fantasy|hand-drawn|horror|jrpg|linear|partial controller support|rpg|singleplayer|steam achievements|steam cloud|story rich|stylized|top-down|visual novel,adventure|fantasy|horror|indie|rpg|visual novel
Death_Stranding,3rd-person perspective|action-adventure|aliens|atmospheric|cinematic|drama|exploration|great soundtrack|heist|horror|masterpiece|memes|nudity|open world|partial controller support|post-apocalyptic|sci-fi|singleplayer|stealth|story rich|survival|third person|walking simulator,action|adventure|delivery|explorable world|exploration|kojima|open world|post-apocalyptic|rpg|science fiction|shooter|stealth|survival|the game awards - world premiere|the game awards 2016|the game awards 2017
UNDERWARD,action-adventure|aliens|co-op|demons|exploration|family sharing|first-person|funny|futuristic|horror|loot|modern|multiplayer|online co-op|perma death|procedural generation|singleplayer|stealth|steam cloud|survival horror|thriller|zombies,abandoned hospital|action|action-adventure|adventure|horror|indie|maze|permadeath|procedurally generated
Core_Keeper,2d|atmospheric|building|co-op|cooking|crafting|dungeon crawler|early access|exploration|farming sim|full controller support|mining|multiplayer|mystery|online co-op|pixel graphics|procedural generation|relaxing|sandbox|singleplayer|steam cloud|survival|кулинария,2d|action|adventure|atmospheric|base building|building|casual|cooking|crafting|dungeon crawler|exploration|farming simulator|indie|kids|mining|mystery|open world|pixel graphics|procedural generation|relaxing|rpg|sandbox|survival
Hidden_Through_Time,2d|building|crazy|cute|design & illustration|dinosaurs|family friendly|full controller support|funny|great soundtrack|hand-drawn|hidden object|history|includes level editor|level editor|minimalist|monkey|point and click|relaxing|singleplayer|steam achievements|steam cloud|steam trading cards|time travel|touch-friendly|western,adventure|building|casual|comedy|cute|educational|hidden object|kids|level editor|point-and-click|puzzle
Rhythm_Heaven,exclusive|rhythm|true exclusive,comedy|kids|music|music and rhythm|party
Just_Crow_Things,3d|action-adventure|captions available|cartoon|cartoony|character customization|colorful|comedy|cute|exploration|family friendly|family sharing|full controller support|funny|nature|parody|relaxing|sandbox|singleplayer|steam achievements|steam cloud,action|adventure|colorful|comedy|family friendly|indie|kids|nature|parody|puzzle|sandbox|simulator
Astroneer,atmospheric|base building|building|co-op|colorful|crafting|early access|exploration|full controller support|great soundtrack|multiplayer|online co-op|open world|sandbox|sci-fi|singleplayer|space|survival|third person|voxel,adventure|digital distribution|indie|kids|open world|pax east 2016|pax west 2016|sandbox|science fiction|simulator|space exploration|space mining|survival|windows store|xbox one x enhanced|xbox play anywhere
Coral_Island,agriculture|building|cartoony|character customization|crafting|dating sim|early access|farming sim|fishing|life sim|mining|open world|relaxing|rpg|sandbox|singleplayer,adventure|cats|character relationships|chicken|controller support|cow|cozy|crafting|diving|dogs|ecological|farming|festival|fishing|indie|insects|mermaid|mining|nature|ocean|open world|restoration|rpg|sandbox|simulator|steam achievements|steam cloud|strategy|underwater gameplay|wholesome
Kuru_Kuru_Kururin,multiplayer|singleplayer,arcade|fantasy|kids|nintendo switch online - expansion pack|puzzle|wii u virtual console
Date_Everything!,abstract|anime|cartoony|choose your own adventure|colorful|comedy|cute|dating sim|family sharing|full controller support|funny|horror|lgbtq+|multiple endings|nudity|romance|sexual content|singleplayer|steam achievements|steam cloud|visual novel|романтика,comedy|dating sim|dating simulation|indie|multiple endings|romance|sandbox|simulator|visual novel
Amnesia,singleplayer,adventure|detective|mystery
Eternal_Return,1980s|2d|atmospheric|blood|dark fantasy|difficult|dungeon crawler|exploration|horror|metroidvania|pixel graphics|retro|singleplayer|steam-trading-cards|survival horror,action|anime|combat|free to play|moba|strategy|survival
Bakery_Simulator,comedy|crafting|economy|family friendly|first-person|funny|hack and slash|management|memes|partial controller support|physics|realistic|relaxing|replay value|resource management|sandbox|singleplayer|vr,action|adventure|business|crafting|driving|indie|kids|simulator|tycoon
Himei_Dam,family sharing|fps|full controller support|horror|multiple endings|realistic|singleplayer|steam achievements|steam leaderboards|walking simulator,horror|indie|multiple endings|simulator
Party_Animals,3d fighter|3d-файтинг|4 player local|action-adventure|co-op|cross-platform multiplayer|cute|family friendly|full controller support|funny|in-app purchases|local co-op|local multiplayer|multiplayer|online co-op|online pvp|party|party game|physics|pvp|remote play together|shared/split screen co-op|shared/split screen pvp|singleplayer|split screen|steam achievements|team-based,puzzle
Nintendo_World_Championships,nes,action|color cartridges|compilation|platform|puzzle|racing|rare|year in the title
Bloodborne,atmospheric|character customization|dark fantasy|exclusive|exploration|story rich|third person|true exclusive,action|action-adventure|adventure|auto-saving|bloody|british accent|camera control|canonical death|character creation|day one patch|difficult|digital distribution|disease|downloadable content|fantasy|female antagonist|gamescom 2014|gothic|horror|leveling up|male antagonist|mercenary|new game plus|no game pause|online|open world|pax prime 2014|physical release|pick your gender|playstation experience 2015|playstation network|playstation trophies|real-time combat|rpg|side quests|sliding down ladders|soulslike|sword & sorcery|the game awards - world premiere|the game awards 2014|tokyo game show 2014
PEC-MEN,shoot|space,3d|action|comedy|indie
Among_the_Sleep,atmospheric|cute|dark|exploration|first-person|full controller support|horror|short|singleplayer|stealth|steam achievements|steam cloud|steam-trading-cards|story rich|survival|survival horror|vr|walking simulator,action|adventure|anthropomorphism|atmospheric|baseball|basketball|been here before|blender|blocks|checkpoints|crowd funded|crowdfunding|crowdfunding - kickstarter|darkness|descendants of other characters|developer commentary|dice|digital distribution|evolving title screen|game with chapters|guitar playing|horror|indie|jump scare moment|level selection|male protagonist|mouse|playing cards|polygonal 3d|psychological|puzzle|single-player only|sprinting mechanics|stealth|steam|steam achievements|steam greenlight|steam trading cards|survival horror|the 1980s|vent crawling|vision obstruction|voice acting|white noise|young protagonist
Wild_Hearts,3d|action-adventure|building|co-op|colorful|crafting|creature collector|cross-platform multiplayer|dragons|exploration|fantasy|full controller support|hack and slash|hunting|multiplayer|nature|pve|singleplayer|souls-like|steam achievements|third person,action|adventure
Indiana_Jones,work,handheld power supply - watch battery / button cell|lcd display
Geometry_Dash,2d|character customization|colorful|difficult|family friendly|funny|great soundtrack|includes level editor|level editor|multiplayer|music|partial controller support|rhythm|side scroller|singleplayer|steam achievements|steam-trading-cards,2d|abstract|achievements|action|arcade|color customization|difficult|in-game map editor|indie|level editor|music|music and rhythm|platform|science fiction|steam
Hololive_Treasure_Mountain,3d|3d platformer|anime|atmospheric|colorful|comic book|cozy|cute|family sharing|female protagonist|full controller support|funny|physics|puzzle platformer|relaxing|score attack|short|singleplayer|steam achievements|steam cloud|протагонистка,casual|high score|score attack
Dragon_Ball_Z:_Dokkan_Battle,animation|ball|battle|bird|c|combat|multiplayer|multiplayer-only|mystery|planet|speed|story|tap|work,action|anime|based on - anime|card & board game|digital distribution|fighting|microtransaction|puzzle|rpg
KeyWe,co-op|full controller support|multiplayer|online co-op|shared/split screen co-op|singleplayer|split screen|steam achievements,casual|indie|kids|party|platform|puzzle|wholesome
holo8,3d|3d platformer|cute|escape room|exploration|family sharing|first-person|full controller support|hidden object|horror|investigation|relaxing|sci-fi|singleplayer|steam achievements|story rich|walking simulator|квест-комната,horror|indie
Deltarune,2d|action rpg|bullet hell|comedy|dark|emotional|episodic|family sharing|fantasy|full controller support|funny|great soundtrack|jrpg|music|mystery|pixel graphics|retro|rpg|singleplayer|soundtrack|steam cloud|story rich|surreal,2d|action|adventure|bullet hell|comedy|controller support|dog|drama|dualsense support for pc|dualshock 4 support for pc|indie|music|mystery|pixel art|pixel graphics|puzzle|rpg|steam cloud|steam families|turn based strategy|xbox controller support for pc
Metal_Gear,singleplayer,action|adventure|shooter|stealth|tactical
Score_the_Fear,3d|dark comedy|emotional|exploration|family sharing|horror|singleplayer|story rich|walking simulator,adventure|comedy|horror|indie
Everhood,2.5d|2d|action-adventure|bullet hell|colorful|epic|experimental|full controller support|great soundtrack|level editor|multiple endings|music|mystery|pixel graphics|psychedelic|rhythm|rpg|singleplayer|story rich|surreal|synctomusic|top down adventure,action|adventure|horror|indie|music|music and rhythm|pixel graphics|rpg|steam achievements|steam cloud|steam families|steam workshop
RimWorld,2d|atmospheric|base building|building|colony sim|crafting|early access|great soundtrack|management|moddable|open world|pixel graphics|sandbox|sci-fi|singleplayer|space|steam cloud|steam workshop|survival,base building|colony simulator|crowdfunding - kickstarter|indie|management|mod support|pre-release public testing|real time strategy|science fiction|simulator|strategy|survival|western
Dorfromantik,3d|atmospheric|board game|building|challenge|city builder|colorful|combat|cute|early access|endless|family friendly|future|hand-drawn|ludum dare 46|management|minimalist|multiplayer|relaxing|singleplayer|stack|steam achievements|steam leaderboards|stylized|tiles|top-down|trading|trees|turn based strategy|turn-based tactics|unity|water,building|card & board game|casual|hexagon tiles|indie|low-poly|non-fiction|puzzle|relaxing|sandbox|simulator|strategy|turn based strategy
Happy_Game,2d|atmospheric|colorful|creepy|cute|dark|escape|funny|gore|horror|linear|nightmare|partial controller support|point and click|psychedelic|singleplayer|steam achievements|story rich|stylized|supernatural|surreal|violent,adventure|casual|dark|fantasy|gore|horror|indie|point-and-click|puzzle|story rich
Raft,co-op|early access|multiplayer|online co-op|online multiplayer|singleplayer|survival,adventure|bees|crafting|indie|shark|simulator|survival
LiminalCore,atmospheric|dark|escape room|exploration|family sharing|horror|immersive sim|minimalist|mystery|nonlinear|partial controller support|pool|realistic|relaxing|singleplayer|steam achievements|surreal|underwater|walking simulator|квест-комната,adventure|atmospheric|backrooms|horror|indie|liminal space|psychological horror|surreal horror
Squirrel_with_a_Gun,3d|3d platformer|action-adventure|america|cartoony|collectathon|comedy|conspiracy|cute|exploration|family sharing|funny|memes|partial controller support|sandbox|shoot em up|singleplayer|steam achievements|steam cloud|third person|third person shooter,action|adventure|comedy|controller support|indie|platform|sandbox|shooter|simulator|squirrel|steam achievements|steam deck
Backpack_Battles,2d|asynchronous multiplayer|auto battler|card battler|combat|cozy|cute|early access|family sharing|hand-drawn|inventory management|loot|multiplayer|online pvp|pvp|replay value|roguelike|roguelike deckbuilder|steam cloud|tactical|turn-based|автобаттлер,2d|armor|asynchronous multiplayer|auto battler|battle|beasts|bird|books|bow and arrow|card battler|cat|collecting|collection log|combat|cozy|crafting|cute|deck-building|deckbuilder|dog|dragon|fantasy|female protagonist|food|frog|fruits|game reference|gems|hand-drawn|health|human|indie|internet culture reference|inventory management|item combination|magic|magical girl|mana|money|monster|movie reference|poisoning|pop culture reference|pvp|rat|reference to other games|regenerating health|replay value|resource management|roguelike|roguelike deckbuilder|shield|shop keeper|shopping|snowman|soldier|spear|status effects|steam cloud|steam families|strategy|sword|synergies|tactical|turn based strategy|turn-based|turn-based combat|turn-based tactics|vegetables|weapons|wizards
EarthBound,rpg,adventure|amnesia|fantasy|mystery|text adventure
Nine_Sols,2d|action-adventure|atmospheric|cats|comic book|dark fantasy|difficult|family sharing|full controller support|gore|hand-drawn|martial arts|metroidvania|mythology|sci-fi|singleplayer|souls-like|steam achievements|steam cloud|steam leaderboards|story rich|котики,2d|action|adventure|fantasy|hack and slash|hand-drawn|indie|metroidvania|platform|science fiction|steam achievements|steam cloud|steam families|steam leaderboards
Kunitsu-Gami:_Path_of_the_Goddess,3d|family sharing|full controller support|hack and slash|lore-rich|mythology|singleplayer|steam achievements|steam cloud|steam trading cards|supernatural|tower defense,action|day/night cycle|fantasy|hack and slash|japanese folklore|japanese mythology|joycon2 mouse controlled|kagura|strategy
Sea_of_Thieves,co-op|cross-platform multiplayer|exclusive|first-person|full controller support|funny|in-app purchases|multiplayer|online co-op|online pvp|open world|pirates|pve|pvp|sailing|sea|singleplayer|steam achievements|w10 exclusive,4k ultra hd|action|action-adventure|adventure|always online|crafting|digital distribution|exploration|fantasy|gamescom 2016|grinding|online|open world|pax west 2017|pirates|ships|simulator|skeleton|skeletons|the game awards 2017|treasure chest|treasure hunt|tropical|xbox live|xbox live achievements|xbox live cross-platform multiplayer|xbox one x enhanced|xbox play anywhere|you can pet the dog
Lies_of_P,3d|action rpg|atmospheric|dark|dark fantasy|exploration|full controller support|open world|replay value|rpg|singleplayer|souls-like|story rich|third person,action|adventure|atmospheric|horror|male protagonist|open world|rpg|soulslike|steampunk|story rich
Moonstone_Island,2d|agriculture|building|card battler|crafting|creature collector|cute|dating sim|exploration|fantasy|farming sim|fishing|life sim|management|mining|open world|partial controller support|pixel graphics|rpg|sandbox|singleplayer|steam achievements|steam cloud,adventure|available on - crunchyroll game vault|dungeon crawler|family friendly|farming|indie|open world|rpg|sandbox|simulator|wholesome
Seven_Nights_Ghost,3d|action-adventure|controller|dark|dark comedy|dating sim|first-person|full controller support|hidden object|horror|multiple endings|realistic|singleplayer|survival horror|tutorial,3d|adventure|dark comedy|dating simulation|hidden object|horror|indie|multiple endings
Noita,2d|action rpg|action-adventure|dark fantasy|difficult|fantasy|full controller support|physics|pixel graphics|roguelike|roguelite|rpg|singleplayer,action|adventure|arcade|fantasy|indie|magic|pixel graphics|procedurally generated|roguelite|rpg|sandbox|shooter|simulator
Unrailed,4 player local|co-op|competitive|controller|early access|family friendly|full controller support|funny|isometric|local co-op|local multiplayer|multiplayer|online co-op|online multiplayer|procedural generation|roguelite|split screen|trains|voxel,action|arcade|indie|kids|low-poly|party
OnlyUp!,3d|3d platformer|atmospheric|bullet time|character customization|cinematic|co-op|difficult|emotional|exploration|funny|linear|logic|multiplayer|multiple endings|mystery|narration|online co-op|online pvp|parkour|physics|precision platformer|pvp|realistic|relaxing|replay value|roguelike|runner|singleplayer|space|story rich|surreal|tactical|third person,adventure|arcade|platform
DORONKO_WANKO,3d|action-adventure|atmospheric|collectathon|colorful|controller|cute|dog|exploration|free to play|immersive sim|partial controller support|relaxing|singleplayer,action|comedy|dog|pomeranian|simulator
Little_Witch_Nobeta,full controller support|singleplayer,action|anime|comedy|cute|difficult|female protagonist|indie|magic|shooter
nier,androids|atmospheric|deep-plot|great soundtrack|hack and slash|invaders|jrpg|magic|post-apocalyptical|story|story rich|violent|virus|words,3d|achievements|action|adventure|androids|anthropomorphism|artificial intelligence|backwards compatibility|block puzzle|bloody|boar|boss fight|breaking the fourth wall|bullet hell|camera shift|dark fantasy|depression|drama|dreams|dynamic soundtrack|female protagonist|gamescom 2009|gardening|hacking|invisible wall|male protagonist|melee|moose|multi-phase boss|multiple endings|multiple enemy boss fights|multiple gameplay perspectives|multiple protagonists|open world|original soundtrack release|petrification|playstation experience 2016|playstation trophies|plot twist|post-apocalyptic|profanity|real-time combat|robots|rpg|save point|science fiction|secret achievements|shooter|simulator|sliding down ladders|spear|strategy|sword|tokyo game show 2009|upgradeable weapons|western|xbox one backwards compatibility
The_Walking_Dead,3d|artificial-intelligence|singleplayer|unity,action|adventure|apocalypse|black protagonist|breaking through windows|building|cannibalism|car accident|cinematic|comic book|drama|ea app|easter egg|episodic|games with gold|graphic adventure|horror|moral decisions|multiple storylines|playstation plus|playstation tv support|point-and-click|post-apocalyptic|poverty|profanity|real-time combat|southern american themes|suicide|survival|windows store|women in refrigerators syndrome|xbox one backwards compatibility|zombies
Pocket_Card_Jockey,farm|fast|horse|race|shop|solitaire|stats,breeding|card & board game|cross genre|digital distribution|fantasy|horse|horse racing|horse riding|playing cards|racing|solitaire|strategy|streetpass support|training mode|turn based strategy
inZOI,building|cats|character customization|city builder|cute|dating sim|early access|family friendly|family sharing|immersive sim|life sim|moddable|modern|realistic|relaxing|romance|sandbox|sexual content|singleplayer|steam cloud|котики|романтика,adventure|ai generated|building|cooking|life simulation|sandbox|simulator
Counter-Strike,gun|life simulation|multiplayer,shooter
Outer_Wilds,planetary|space|surreal|vr mod,action|adventure|astronaut|exploration|indie|mystery|open world|puzzle|science fiction|simulator|space simulation|time travel
Burger_Bistro_Story,2d|2d platformer|2d-платформер|art|box|city builder|colony sim|colorful|cooking|cute|economy|egg|food|full controller support|fun|life sim|management|modern|pixel graphics|resource management|restaurant|rush|sandbox|singleplayer|steam achievements|steam cloud|кулинария,arcade|business|indie|puzzle|rpg|simulator|strategy
